ID	FN	Date	FollowHours	DOB	Begger.id	ExactAge	AgeClass	Sex	Mother	Target	Time	FoodItem	RelationtoB	Complexity	Success	Site
822	125	31/10/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	12:12	BSG_FR	mother	3	no	wild
823	125	31/10/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	12:46	UBR_FR	mother	3	yes	wild
824	125	31/10/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	08:33	RAYAP_IN	mother	3	yes	wild
825	129	02/11/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	09:56	BSG_FR	mother	3	yes	wild
826	129	02/11/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	13:07	BSG_FR	mother	3	no	wild
827	129	02/11/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	14:03	BSG_FR	mother	3	yes	wild
828	129	02/11/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	14:05	BSG_FR	mother	3	yes	wild
829	129	02/11/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	07:31	SPG_FR	mother	3	yes	wild
830	131	03/11/2007	11.13	01/01/2005	Fredy	2.8	3	male	Friska	Friska	16:26	AKAR_VE	mother	4	yes	wild
831	131	03/11/2007	11.13	01/01/2005	Fredy	2.8	3	male	Friska	Friska	16:34	AKAR_VE	mother	4	yes	wild
832	131	03/11/2007	11.13	01/01/2005	Fredy	2.8	3	male	Friska	Friska	16:08	UBR_FR	mother	3	no	wild
833	137	11/11/2007	3.53	01/01/2001	Lilly	6.9	7	female	Lisa	Lisa	16:14	UNK_LV	mother	0	no	wild
834	137	11/11/2007	3.53	01/01/2001	Lilly	6.9	7	female	Lisa	Lisa	16:42	MLK_FR	mother	2.35	no	wild
835	137	11/11/2007	3.53	01/01/2001	Lilly	6.9	7	female	Lisa	Lisa	17:04	MLK_FR	mother	2.35	no	wild
836	157	01/12/2007	5.00	01/06/2006	Albin	1.5	1.5	male	Alice	Alice	13:34	AKAR_LV	mother	0	no	wild
837	157	02/12/2007	5.00	01/06/2006	Albin	1.5	1.5	male	Alice	Alice	15:58	AKAR_LV	mother	0	no	wild
838	163	03/12/2007	11.52	01/01/2001	Lilly	6.9	7	female	Lisa	Lisa	14:58	SPG_FR	mother	3	no	wild
839	163	03/12/2007	11.52	01/01/2001	Lilly	6.9	7	female	Lisa	Lisa	16:18	UNK_LV	mother	0	no	wild
840	163	03/12/2007	11.52	01/01/2001	Lilly	6.9	7	female	Lisa	Lisa	15:45	MDGK_FR	mother	4	no	wild
841	185	15/01/2008	5.60	01/01/2006	Ronaldo	2.0	2	male	Raffi	Raffi	17:20	GLMB_LV	mother	0	no	wild
842	185	15/01/2008	5.60	01/01/2006	Ronaldo	2.0	2	male	Raffi	Raffi	17:44	UNK_LV	mother	0	no	wild
843	185	15/01/2008	5.60	01/01/2006	Ronaldo	2.0	2	male	Raffi	Raffi	14:29	MLK_FR	mother	2.35	no	wild
844	185	15/01/2008	5.60	01/01/2006	Ronaldo	2.0	2	male	Raffi	Raffi	17:47	UNK_LV	mother	0	no	wild
845	190	18/01/2008	3.60	01/01/2007	Chuck	1.0	1	male	Chick	Chick	18:14	BNGPR_FR	mother	2	no	wild
846	199	31/01/2008	3.97	01/01/2006	Ronaldo	2.1	2	male	Raffi	Raffi	14:32	MLK_FR	mother	2.35	yes	wild
847	208	10/02/2008	12.33	01/01/2001	Lilly	7.1	7	female	Lisa	Lisa	11:22	RAYAP_IN	mother	3	yes	wild
848	208	10/02/2008	12.33	01/01/2001	Lilly	7.1	7	female	Lisa	Lisa	11:25	RAYAP_IN	mother	3	no	wild
849	208	10/02/2008	12.33	01/01/2001	Lilly	7.1	7	female	Lisa	Lisa	11:28	RAYAP_IN	mother	3	no	wild
850	208	10/02/2008	12.33	01/01/2001	Lilly	7.1	7	female	Lisa	Lisa	11:30	RAYAP_IN	mother	3	no	wild
851	208	10/02/2008	12.33	01/01/2001	Lilly	7.1	7	female	Lisa	Lisa	17:01	CMG_FR	mother	5	no	wild
852	208	10/02/2008	12.33	01/01/2001	Lilly	7.1	7	female	Lisa	Lisa	17:12	CMG_FR	mother	5	yes	wild
853	208	10/02/2008	12.33	01/01/2001	Lilly	7.1	7	female	Lisa	Lisa	17:15	CMG_FR	mother	5	yes	wild
854	208	10/02/2008	12.33	01/01/2001	Lilly	7.1	7	female	Lisa	Lisa	17:52	CMG_FR	mother	5	yes	wild
855	208	10/02/2008	12.33	01/01/2001	Lilly	7.1	7	female	Lisa	Lisa	17:54	CMG_FR	mother	5	yes	wild
856	208	10/02/2008	12.33	01/01/2001	Lilly	7.1	7	female	Lisa	Lisa	17:56	CMG_FR	mother	5	yes	wild
857	208	10/02/2008	12.33	01/01/2001	Lilly	7.1	7	female	Lisa	Lisa	17:56	CMG_FR	mother	5	yes	wild
858	208	10/02/2008	12.33	01/01/2001	Lilly	7.1	7	female	Lisa	Lisa	17:58	CMG_FR	mother	5	no	wild
859	208	10/02/2008	12.33	01/01/2001	Lilly	7.1	7	female	Lisa	Lisa	18:04	CMG_FR	mother	5	yes	wild
860	208	10/02/2008	12.33	01/01/2001	Lilly	7.1	7	female	Lisa	Lisa	18:05	CMG_FR	mother	5	yes	wild
861	208	10/02/2008	12.33	01/01/2001	Lilly	7.1	7	female	Lisa	Lisa	18:09	CMG_FR	mother	5	yes	wild
862	208	10/02/2008	12.33	01/01/2001	Lilly	7.1	7	female	Lisa	Lisa	18:10	CMG_FR	mother	5	yes	wild
863	208	10/02/2008	12.33	01/01/2001	Lilly	7.1	7	female	Lisa	Lisa	18:14	CMG_FR	mother	5	yes	wild
864	208	10/02/2008	12.33	01/01/2001	Lilly	7.1	7	female	Lisa	Lisa	18:20	CMG_FR	mother	5	yes	wild
865	208	10/02/2008	12.33	01/01/2001	Lilly	7.1	7	female	Lisa	Lisa	18:24	CMG_FR	mother	5	no	wild
866	208	10/02/2008	12.33	01/01/2001	Lilly	7.1	7	female	Lisa	Lisa	18:26	CMG_FR	mother	5	yes	wild
867	208	10/02/2008	12.33	01/01/2001	Lilly	7.1	7	female	Lisa	Lisa	18:33	CMG_FR	mother	5	no	wild
868	214	13/02/2008	12.27	01/01/2005	Fredy	3.1	3	male	Friska	Friska	13:32	RSKB_FR	mother	1	no	wild
869	214	13/02/2008	12.27	01/01/2005	Fredy	3.1	3	male	Friska	Friska	13:41	RSKB_FR	mother	1	yes	wild
870	215	14/02/2008	12.37	01/03/1999	Ellie	9.0	9	female	Friska	Fredy	17:07	MLK_FR	youngerbrother	2.35	no	wild
871	216	14/02/2008	8.52	01/01/2005	Fredy	3.1	3	male	Friska	Friska	17:33	AKAR_LV	mother	0	yes	wild
872	219	15/02/2008	12.27	01/01/2005	Fredy	3.1	3	male	Friska	Friska	07:44	UNK_FR	mother		yes	wild
873	219	15/02/2008	12.27	01/01/2005	Fredy	3.1	3	male	Friska	Friska	15:37	CMG_FR	mother	5	yes	wild
874	224	17/02/2008	11.58	01/01/2005	Fredy	3.1	3	male	Friska	Friska	10:08	UNK_LV	mother	0	yes	wild
875	227	18/02/2008	12.02	01/01/2005	Fredy	3.1	3	male	Friska	Friska	07:56	RP_LV	mother	0	yes	wild
876	237	23/02/2008	11.18	01/01/2003	Chindy	5.1	5	female	Cissy	Cissy	09:48	UNK_LV	mother	0	no	wild
877	237	23/02/2008	11.18	01/01/2003	Chindy	5.1	5	female	Cissy	Cissy	16:13	UNK_LV	mother	0	no	wild
878	237	23/02/2008	11.18	01/01/2003	Chindy	5.1	5	female	Cissy	Cissy	16:17	UNK_LV	mother	0	no	wild
879	237	23/02/2008	11.18	01/01/2003	Chindy	5.1	5	female	Cissy	Cissy	08:24	RAYAP_IN	mother	3	yes	wild
880	237	23/02/2008	11.18	01/01/2003	Chindy	5.1	5	female	Cissy	Cissy	15:59	RAYAP_IN	mother	3	no	wild
881	241	25/02/2008	12.60	01/01/2003	Chindy	5.2	5	female	Cissy	Cissy	10:06	UNK_IN	mother	2.5	no	wild
882	241	25/02/2008	12.60	01/01/2003	Chindy	5.2	5	female	Cissy	Cissy	17:54	UNK_IN	mother	2.5	yes	wild
883	241	25/02/2008	12.60	01/01/2003	Chindy	5.2	5	female	Cissy	Cissy	15:46	AJK_VE	mother	4	yes	wild
884	244	26/02/2008	12.27	01/01/2003	Chindy	5.2	5	female	Cissy	Cissy	11:20	UNK_IN	mother	2.5	no	wild
885	244	26/02/2008	12.27	01/01/2003	Chindy	5.2	5	female	Cissy	Cissy	11:50	UNK_IN	mother	2.5	yes	wild
886	244	26/02/2008	12.27	01/01/2003	Chindy	5.2	5	female	Cissy	Cissy	11:58	UNK_LV	mother	0	yes	wild
887	244	26/02/2008	12.27	01/01/2003	Chindy	5.2	5	female	Cissy	Cissy	15:10	AKAR_LV	mother	0	yes	wild
888	244	26/02/2008	12.27	01/01/2003	Chindy	5.2	5	female	Cissy	Cissy	15:18	AKAR_LV	mother	0	yes	wild
889	261	20/03/2008	11.63	01/01/2001	Lilly	7.2	7	female	Lisa	Lisa	16:40	AKAR_LV	mother	0	no	wild
890	266	26/03/2008	5.17	01/01/2006	Ronaldo	2.2	2	male	Raffi	Raffi	14:14	RSKP_FR	mother	1	no	wild
891	266	26/03/2008	5.17	01/01/2006	Ronaldo	2.2	2	male	Raffi	Raffi	15:56	RSKP_FR	mother	1	yes	wild
892	266	26/03/2008	5.17	01/01/2006	Ronaldo	2.2	2	male	Raffi	Raffi	16:48	RSKP_FR	mother	1	no	wild
893	266	26/03/2008	5.17	01/01/2006	Ronaldo	2.2	2	male	Raffi	Raffi	15:37	RSKP_FR	mother	1	no	wild
894	266	26/03/2008	5.17	01/01/2006	Ronaldo	2.2	2	male	Raffi	Raffi	15:51	RSKP_FR	mother	1	no	wild
895	266	26/03/2008	5.17	01/01/2006	Ronaldo	2.2	2	male	Raffi	Raffi	15:53	RSKP_FR	mother	1	yes	wild
896	305	23/05/2008	10.80	01/01/2005	Fredy	3.4	3.5	male	Friska	Friska	10:10	AKAR_LV	mother	0	no	wild
897	305	23/05/2008	10.80	01/01/2005	Fredy	3.4	3.5	male	Friska	Friska	14:52	AKAR_LV	mother	0	no	wild
898	305	23/05/2008	10.80	01/01/2005	Fredy	3.4	3.5	male	Friska	Friska	06:20	AKAR_LV	mother	0	no	wild
899	305	23/05/2008	10.80	01/01/2005	Fredy	3.4	3.5	male	Friska	Friska	06:44	AKAR_LV	mother	0	no	wild
900	305	23/05/2008	10.80	01/03/1999	Ellie	9.2	9	female	Friska	Fredy	08:23	AKAR_LV	youngerbrother	0	no	wild
901	305	23/05/2008	10.80	01/01/2005	Fredy	3.4	3.5	male	Friska	Friska	10:07	AKAR_LV	mother	0	no	wild
902	408	28/11/2008	6.95	01/01/2005	Fredy	3.9	4	male	Friska	Friska	12:45	UNK	mother		yes	wild
903	408	28/11/2008	6.95	01/01/2005	Fredy	3.9	4	male	Friska	Friska	13:08	UNK	mother		yes	wild
904	408	28/11/2008	6.95	01/01/2005	Fredy	3.9	4	male	Friska	Friska	13:00	UNK	mother		yes	wild
905	408	28/11/2008	6.95	01/01/2005	Fredy	3.9	4	male	Friska	Friska	13:14	UNK	mother		yes	wild
906	424	10/01/2009	11.78	01/01/2005	Fredy	4.0	4	male	Friska	Friska	12:10	ULAT_IN	mother	5	no	wild
907	424	10/01/2009	11.78	01/01/2005	Fredy	4.0	4	male	Friska	Friska	12:44	ASK_LV	mother	0	yes	wild
908	424	10/01/2009	11.78	01/01/2005	Fredy	4.0	4	male	Friska	Friska	13:15	ULAT_IN	mother	5	no	wild
909	424	10/01/2009	11.78	01/01/2005	Fredy	4.0	4	male	Friska	Friska	16:37	ATB_VE	mother	4	no	wild
910	10	06/07/2007	12.00	01/01/2005	Fredy	2.5	2.5	male	Friska	Friska	08:02	KULBT_FR	mother	1	no	wild
911	124	30/10/2007	8.35	01/01/2005	Fredy	2.8	3	male	Friska	Friska	14:12	BSG_FR	mother	3	yes	wild
912	124	30/10/2007	8.35	01/01/2005	Fredy	2.8	3	male	Friska	Friska	15:00	BSG_FR	mother	3	yes	wild
913	124	30/10/2007	8.35	01/01/2005	Fredy	2.8	3	male	Friska	Friska	15:16	BSG_FR	mother	3	yes	wild
914	124	30/10/2007	8.35	01/01/2005	Fredy	2.8	3	male	Friska	Friska	15:16	BSG_FR	mother	3	yes	wild
915	124	30/10/2007	8.35	01/01/2005	Fredy	2.8	3	male	Friska	Friska	12:44	BSG_FR	mother	3	no	wild
916	124	30/10/2007	8.35	01/01/2005	Fredy	2.8	3	male	Friska	Friska	15:19	BSG_FR	mother	3	yes	wild
917	124	30/10/2007	8.35	01/01/2005	Fredy	2.8	3	male	Friska	Friska	15:28	BSG_FR	mother	3	yes	wild
918	342	05/07/2007	4.60	01/01/2005	Fredy	2.5	2.5	male	Friska	Friska	15:26	AKAR_NA	mother			wild
919	342	05/07/2007	4.60	01/01/2005	Fredy	2.5	2.5	male	Friska	Friska	15:28	AKAR_NA	mother		yes	wild
920	126	31/10/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	12:07	BSG_FR	mother	3	no	wild
921	126	31/10/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	12:45	UBR_FR	mother	3	yes	wild
922	126	31/10/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	12:56	UBR_FR	mother	3		wild
923	126	31/10/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	16:21	BSG_FR	mother	3		wild
924	126	31/10/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	08:22	SEMUT_IN	mother	2	yes	wild
925	126	31/10/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	14:04	BSG_FR	mother	3	yes	wild
926	126	31/10/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	08:32	RAYAP_IN	mother	3	yes	wild
927	126	31/10/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Ellie	13:31	SPG_FR	mother	3	no	wild
928	126	31/10/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	16:12	BSG_FR	mother	3		wild
929	126	31/10/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	16:21	BSG_FR	mother	3	yes	wild
930	126	31/10/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	08:12	PRD_FR	mother	3	no	wild
931	126	31/10/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	11:08	SPG_FR	mother	3	no	wild
932	126	31/10/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	14:10	BSG_FR	mother	3	yes	wild
933	210	12/02/2008	8.30	01/01/2005	Fredy	3.1	3	male	Friska	Friska	18:37	RSKB_FR	mother	1	no	wild
934	210	12/02/2008	8.30	01/01/2005	Fredy	3.1	3	male	Friska	Friska	15:46	RSKB_FR	mother	1		wild
935	136	05/11/2007	6.07	01/01/2005	Fredy	2.8	3	male	Friska	Friska	08:28	RTN_VE	mother	1	yes	wild
936	136	05/11/2007	6.07	01/01/2005	Fredy	2.8	3	male	Friska	Friska	08:46	RTN_VE	mother	1	yes	wild
937	136	05/11/2007	6.07	01/01/2005	Fredy	2.8	3	male	Friska	Friska	09:59	KULBT_FR	mother	1		wild
938	136	05/11/2007	6.07	01/01/2005	Fredy	2.8	3	male	Friska	Friska	10:06	KULBT_FR	mother	1	yes	wild
939	136	05/11/2007	6.07	01/01/2005	Fredy	2.8	3	male	Friska	Friska	08:17	RTN_VE	mother	1	yes	wild
940	136	05/11/2007	6.07	01/01/2005	Fredy	2.8	3	male	Friska	Friska	08:17	RTN_VE	mother	1		wild
941	134	04/11/2007	11.73	01/01/2005	Fredy	2.8	3	male	Friska	Friska	11:10	SPG_FR	mother	3	yes	wild
942	134	04/11/2007	11.73	01/01/2005	Fredy	2.8	3	male	Friska	Friska	08:37	AKAR_LV	mother	0	yes	wild
943	134	04/11/2007	11.73	01/01/2005	Fredy	2.8	3	male	Friska	Friska	09:06	KULBT_FR	mother	1	yes	wild
944	132	03/11/2007	11.13	01/01/2005	Fredy	2.8	3	male	Friska	Friska	09:25	BSG_FR	mother	3	yes	wild
945	132	03/11/2007	11.13	01/01/2005	Fredy	2.8	3	male	Friska	Friska	09:27	BSG_FR	mother	3	yes	wild
946	132	03/11/2007	11.13	01/01/2005	Fredy	2.8	3	male	Friska	Friska	13:57	MLK_FR	mother	2.35	yes	wild
947	132	03/11/2007	11.13	01/01/2005	Fredy	2.8	3	male	Friska	Friska	15:10	KULBT_FR	mother	1		wild
948	132	03/11/2007	11.13	01/01/2005	Fredy	2.8	3	male	Friska	Friska	15:20	KULBT_FR	mother	1	yes	wild
949	132	03/11/2007	11.13	01/01/2005	Fredy	2.8	3	male	Friska	Friska	16:03	UBR_FR	mother	3		wild
950	132	03/11/2007	11.13	01/01/2005	Fredy	2.8	3	male	Friska	Friska	10:45	SPG_FR	mother	3	no	wild
951	130	02/11/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	13:07	BSG_FR	mother	3		wild
952	130	02/11/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	16:09	SPG_FR	mother	3		wild
953	130	02/11/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	07:31	SPG_FR	mother	3	yes	wild
954	319	29/05/2008	9.90	01/01/2005	Fredy	3.4	3.5	male	Friska	Friska	08:17	UNK	mother		yes	wild
955	319	29/05/2008	9.90	01/01/2005	Fredy	3.4	3.5	male	Friska	Friska	14:30	ASK_LV	mother	0	yes	wild
956	314	28/05/2008	12.00	01/01/2005	Fredy	3.4	3.5	male	Friska	Friska	14:44	CMG_FR	mother	5	no	wild
957	314	28/05/2008	12.00	01/01/2005	Fredy	3.4	3.5	male	Friska	Friska	14:14	CMG_FR	mother	5		wild
958	217	14/02/2008	8.52	01/01/2005	Fredy	3.1	3	male	Friska	Friska	17:33	AKAR_LV	mother	0	yes	wild
959	278	12/04/2008	5.75	01/01/2005	Fredy	3.3	3.5	male	Friska	Friska	15:30	ASK_LV	mother	0	yes	wild
960	228	18/02/2008	12.02	01/01/2005	Fredy	3.1	3	male	Friska	Friska	15:32	UNK	mother			wild
961	228	18/02/2008	12.02	01/01/2005	Fredy	3.1	3	male	Friska	Friska	15:36	UNK_IN	mother	2.5	yes	wild
962	228	18/02/2008	12.02	01/01/2005	Fredy	3.1	3	male	Friska	Friska	07:56	RSKP_LV	mother	0	yes	wild
963	225	17/02/2008	11.62	01/01/2005	Fredy	3.1	3	male	Friska	Friska		TOOLUSE	mother	5	no	wild
964	225	17/02/2008	11.62	01/01/2005	Fredy	3.1	3	male	Friska	Ellie		TOOLUSE	oldersister	5	yes	wild
965	225	17/02/2008	11.62	01/01/2005	Fredy	3.1	3	male	Friska	Friska	10:08	UNK	mother		yes	wild
966	220	15/02/2008	12.27	01/01/2005	Fredy	3.1	3	male	Friska	Friska	14:48	SEMUT_IN	mother	2	yes	wild
967	220	15/02/2008	12.27	01/01/2005	Fredy	3.1	3	male	Friska	Friska	15:37	UNK_VE	mother	4	yes	wild
968	164	03/12/2007	11.52	01/01/2001	Lilly	6.9	7	female	Lisa	Lisa	14:58	SPG_FR	mother	3	no	wild
969	164	03/12/2007	11.52	01/01/2001	Lilly	6.9	7	female	Lisa	Lisa	16:18	UNK_LV	mother	0		wild
970	138	11/11/2007	3.53	01/01/2001	Lilly	6.9	7	female	Lisa	Lisa	16:14	UNK	mother		no	wild
971	138	11/11/2007	3.53	01/01/2001	Lilly	6.9	7	female	Lisa	Lisa	16:42	MLK_FR	mother	2.35	no	wild
972	138	11/11/2007	3.53	01/01/2001	Lilly	6.9	7	female	Lisa	Lisa	17:04	MLK_FR	mother	2.35	no	wild
973	108	04/10/2007	9.37	01/01/2001	Lilly	6.8	7	female	Lisa	Lisa	09:01	UBR_FR	mother	3		wild
974	108	04/10/2007	9.37	01/01/2001	Lilly	6.8	7	female	Lisa	Lisa	11:45	KULBT_FR	mother	1	no	wild
975	108	04/10/2007	9.37	01/01/2001	Lilly	6.8	7	female	Lisa	Lisa	12:30	KULBT_FR	mother	1	yes	wild
976	108	04/10/2007	9.37	01/01/2001	Lilly	6.8	7	female	Lisa	Lisa	12:51	KULBT_FR	mother	1	yes	wild
977	108	04/10/2007	9.37	01/01/2001	Lilly	6.8	7	female	Lisa	Lisa	12:55	KULBT_FR	mother	1	yes	wild
978	47	23/08/2007	12.70	01/01/2001	Lilly	6.6	6.5	female	Lisa	Lisa	06:26	PWN_FR	mother	2		wild
979	47	23/08/2007	12.70	01/01/2001	Lilly	6.6	6.5	female	Lisa	Lisa	08:48	PWN_FR	mother	2	yes	wild
980	47	23/08/2007	12.70	01/01/2001	Lilly	6.6	6.5	female	Lisa	Lisa	14:09	CMG_FR	mother	5		wild
981	47	23/08/2007	12.70	01/01/2001	Lilly	6.6	6.5	female	Lisa	Lisa	14:28	CMG_FR	mother	5	yes	wild
982	40	21/08/2007	12.77	01/01/2001	Lilly	6.6	6.5	female	Lisa	Lisa	14:03	MLK_FR	mother	2.35		wild
983	206	09/02/2008	11.60	01/01/2001	Lilly	7.1	7	female	Lisa	Lisa	16:33	RAYAP_IN	mother	3	no	wild
984	114	07/10/2007	11.68	01/01/2001	Lilly	6.8	7	female	Lisa	Lisa	08:45	UNK	mother		yes	wild
985	114	07/10/2007	11.68	01/01/2001	Lilly	6.8	7	female	Lisa	Lisa	10:13	AKAR_NA	mother		yes	wild
986	114	07/10/2007	11.68	01/01/2001	Lilly	6.8	7	female	Lisa	Lisa	10:18	AKAR_NA	mother		yes	wild
987	114	07/10/2007	11.68	01/01/2001	Lilly	6.8	7	female	Lisa	Lisa	15:18	MLK_FR	mother	2.35		wild
988	245	26/02/2008	12.27	01/01/2003	Chindy	5.2	5	female	Cissy	Cissy	11:20	SEMUT_IN	mother	2	no	wild
989	245	26/02/2008	12.27	01/01/2003	Chindy	5.2	5	female	Cissy	Cissy	11:50	SEMUT_IN	mother	2	yes	wild
990	245	26/02/2008	12.27	01/01/2003	Chindy	5.2	5	female	Cissy	Cissy	11:58	RP_LV	mother	0	yes	wild
991	245	26/02/2008	12.27	01/01/2003	Chindy	5.2	5	female	Cissy	Cissy	15:10	MDGB_FR	mother	1		wild
992	245	26/02/2008	12.27	01/01/2003	Chindy	5.2	5	female	Cissy	Cissy	15:17	AKAR_LV	mother	0	yes	wild
993	242	25/02/2008	12.60	01/01/2003	Chindy	5.2	5	female	Cissy	Cissy	10:06	SEMUT_IN	mother	2	yes	wild
994	242	25/02/2008	12.60	01/01/2003	Chindy	5.2	5	female	Cissy	Cissy	17:54	SEMUT_IN	mother	2	yes	wild
995	242	25/02/2008	12.60	01/01/2003	Chindy	5.2	5	female	Cissy	Cissy	15:46	KULJM_FR	mother	1	yes	wild
996	242	25/02/2008	12.60	01/01/2003	Chindy	5.2	5	female	Cissy	Shera	17:18	MDGB_FR	mother	1		wild
997	238	23/02/2008	11.80	01/01/2003	Chindy	5.1	5	female	Cissy	Cissy	09:48		mother		no	wild
998	238	23/02/2008	11.80	01/01/2003	Chindy	5.1	5	female	Cissy	Xenix	12:26		olderbrother		yes	wild
999	238	23/02/2008	11.80	01/01/2003	Chindy	5.1	5	female	Cissy	Cissy	12:34	RAYAP_IN	mother	3	no	wild
1000	238	23/02/2008	11.80	01/01/2003	Chindy	5.1	5	female	Cissy	Cissy	17:06	MLK_FR	mother	2.35	yes	wild
1001	238	23/02/2008	11.80	01/01/2003	Chindy	5.1	5	female	Cissy	Cissy	16:13	AKAR_LV	mother	0	yes	wild
1002	238	23/02/2008	11.80	01/01/2003	Chindy	5.1	5	female	Cissy	Cissy	16:17	AKAR_LV	mother	0	no	wild
1003	238	23/02/2008	11.80	01/01/2003	Chindy	5.1	5	female	Cissy	Cissy	08:24	MLK_FR	mother	2.35	yes	wild
1004	238	23/02/2008	11.80	01/01/2003	Chindy	5.1	5	female	Cissy	Cissy	15:59	RAYAP_IN	mother	3	no	wild
1005	238	23/02/2008	11.80	01/01/2003	Chindy	5.1	5	female	Cissy	Cissy	18:09	AKAR_LV	mother	0	no	wild
1006	180	12/01/2008	5.67	01/01/2003	Chindy	5.0	5	female	Cissy	Cissy	12:40	MLK_FR	mother	2.35	no	wild
1007	340	18/06/2008	6.77		Ian			male	Intai	Intai	10:24	RAYAP_IN	mother	3	no	wild
1008	186	15/01/2008	5.60	01/01/2006	Ronaldo	2.0	2	male	Raffi	Raffi	17:20	GLMB_LV	mother	0	no	wild
1009	186	15/01/2008	5.60	01/01/2006	Ronaldo	2.0	2	male	Raffi	Raffi	17:43	RSKP_LV	mother	0	no	wild
1010	186	15/01/2008	5.60	01/01/2006	Ronaldo	2.0	2	male	Raffi	Raffi	17:47	RSKP_LV	mother	0	no	wild
1011	200	31/01/2008	3.97	01/01/2006	Ronaldo	2.1	2	male	Raffi	Raffi	14:32	MLK_FR	mother	2.35	yes	wild
1012	67	01/09/2007	11.88	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	09:52	PWN_FR	mother	2	no	wild
1013	67	01/09/2007	11.88	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	10:22	PWN_FR	mother	2		wild
1014	67	01/09/2007	11.88	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	10:42	PWN_FR	mother	2	no	wild
1015	63	30/08/2007	11.68	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	07:52	PWN_FR	mother	2		wild
1016	63	30/08/2007	11.68	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	13:34	PWN_FR	mother	2	yes	wild
1017	63	30/08/2007	11.68	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	14:50	RAYAP_IN	mother	3	yes	wild
1018	63	30/08/2007	11.68	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	06:46	PWN_FR	mother	2	yes	wild
1019	267	26/03/2008	5.17	01/01/2006	Ronaldo	2.2	2	male	Raffi	Raffi	16:51	RSKP_FR	mother	1	no	wild
1020	267	26/03/2008	5.17	01/01/2006	Ronaldo	2.2	2	male	Raffi	Raffi	16:45	RSKP_FR	mother	1	yes	wild
1021	267	26/03/2008	5.17	01/01/2006	Ronaldo	2.2	2	male	Raffi	Raffi	16:43	RSKP_FR	mother	1		wild
1022	267	26/03/2008	5.17	01/01/2006	Ronaldo	2.2	2	male	Raffi	Raffi	16:42	RSKP_FR	mother	1	no	wild
1023	267	26/03/2008	5.17	01/01/2006	Ronaldo	2.2	2	male	Raffi	Raffi	15:56	RSKP_FR	mother	1	yes	wild
1024	267	26/03/2008	5.17	01/01/2006	Ronaldo	2.2	2	male	Raffi	Raffi	15:51	RSKP_FR	mother	1	no	wild
1025	267	26/03/2008	5.17	01/01/2006	Ronaldo	2.2	2	male	Raffi	Raffi	15:37	RSKP_FR	mother	1	no	wild
1026	267	26/03/2008	5.17	01/01/2006	Ronaldo	2.2	2	male	Raffi	Raffi	14:04	RSKP_FR	mother	1		wild
1027	267	26/03/2008	5.17	01/01/2006	Ronaldo	2.2	2	male	Raffi	Raffi	14:03	RSKP_FR	mother	1	no	wild
1028	267	26/03/2008	5.17	01/01/2006	Ronaldo	2.2	2	male	Raffi	Raffi	16:46	RSKP_FR	mother	1	yes	wild
1029	58	29/08/2007	12.75	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	15:25	SEMUT_IN	mother	2		wild
1030	58	29/08/2007	12.75	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	15:14	PWN_FR	mother	2	no	wild
